Titre,Description,Paramètres,Status,Réponse
,"## Famille avec quatre enfants (scolarisé / boursier / non boursier / majeur)

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* la prise en compte de profils enfants différents (scolarisé, boursier, non boursier/scolarisé, majeur)","{""codeCogInseeCommuneNaissance"":""13001"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""DUPONT"",""prenoms"":[""SOPHIE""],""anneeDateNaissance"":1982,""moisDateNaissance"":9,""jourDateNaissance"":3}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""DUPONT"",
        ""nom_usage"": null,
        ""prenoms"": ""SOPHIE"",
        ""date_naissance"": ""1982-09-03"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""DUPONT"",
        ""nom_usage"": null,
        ""prenoms"": ""LOUISE"",
        ""date_naissance"": ""2007-06-22"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""DUPONT"",
        ""nom_usage"": null,
        ""prenoms"": ""LAURA"",
        ""date_naissance"": ""2013-11-15"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""DUPONT"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2016-12-03"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""DUPONT"",
        ""nom_usage"": null,
        ""prenoms"": ""MAXIME"",
        ""date_naissance"": ""2015-09-01"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame DUPONT SOPHIE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""15 COURS JULIEN"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13006 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 900,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille CHAMPS BERGER avec trois enfants

Ce cas permet de tester :
- la gestion d'un nom de famille avec un espace","{""codeCogInseeCommuneNaissance"":""57463"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""CHAMPS BERGER"",""prenoms"":[""MARIE""],""anneeDateNaissance"":1988,""moisDateNaissance"":12,""jourDateNaissance"":1}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""CHAMPS BERGER"",
        ""nom_usage"": null,
        ""prenoms"": ""MARIE"",
        ""date_naissance"": ""1988-12-01"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""CHAMPS BERGER"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2004-03-30"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""CHAMPS BERGER"",
        ""nom_usage"": null,
        ""prenoms"": ""SARAH SOFIA"",
        ""date_naissance"": ""2012-07-12"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""CHAMPS BERGER"",
        ""nom_usage"": null,
        ""prenoms"": ""LEA SOPHIE"",
        ""date_naissance"": ""2018-11-25"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame CHAMPS BERGER MARIE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""12 RUE DE LA PAIX"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""57000 METZ"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 689,
      ""annee"": 2026,
      ""mois"": 4,
      ""annee_calcul"": 2026,
      ""mois_calcul"": 4
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille FERREIRA avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : FERREIRA Ana","{""codeCogInseeCommuneNaissance"":""13002"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""FERREIRA"",""prenoms"":[""ANA""],""anneeDateNaissance"":1986,""moisDateNaissance"":8,""jourDateNaissance"":31}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""FERREIRA"",
        ""nom_usage"": null,
        ""prenoms"": ""ANA"",
        ""date_naissance"": ""1986-08-31"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""FERREIRA"",
        ""nom_usage"": null,
        ""prenoms"": ""MAYA"",
        ""date_naissance"": ""2011-12-19"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""FERREIRA"",
        ""nom_usage"": null,
        ""prenoms"": ""KAIS"",
        ""date_naissance"": ""2011-01-06"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""FERREIRA"",
        ""nom_usage"": null,
        ""prenoms"": ""MATEO"",
        ""date_naissance"": ""2013-04-17"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""FERREIRA"",
        ""nom_usage"": null,
        ""prenoms"": ""ELIA"",
        ""date_naissance"": ""2018-12-10"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame FERREIRA ANA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""8 BOULEVARD JEAN JAURES"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13400 AUBAGNE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1020,
      ""annee"": 2024,
      ""mois"": 11,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille GARCIA avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : GARCIA Maria","{""codeCogInseeCommuneNaissance"":""13090"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""GARCIA"",""prenoms"":[""MARIA""],""anneeDateNaissance"":1984,""moisDateNaissance"":9,""jourDateNaissance"":23}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""GARCIA"",
        ""nom_usage"": null,
        ""prenoms"": ""MARIA"",
        ""date_naissance"": ""1984-09-23"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""GARCIA"",
        ""nom_usage"": null,
        ""prenoms"": ""MATEO"",
        ""date_naissance"": ""2012-03-07"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""GARCIA"",
        ""nom_usage"": null,
        ""prenoms"": ""ELENA"",
        ""date_naissance"": ""2013-05-21"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""GARCIA"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2016-10-02"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""GARCIA"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCIE"",
        ""date_naissance"": ""2019-01-18"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame GARCIA MARIA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""22 AVENUE DE LA REPUBLIQUE"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13190 ALLAUCH"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1120,
      ""annee"": 2024,
      ""mois"": 10,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille GIRAUD avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : GIRAUD Anne","{""codeCogInseeCommuneNaissance"":""13002"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""GIRAUD"",""prenoms"":[""ANNE""],""anneeDateNaissance"":1988,""moisDateNaissance"":12,""jourDateNaissance"":1}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""GIRAUD"",
        ""nom_usage"": null,
        ""prenoms"": ""ANNE"",
        ""date_naissance"": ""1988-12-01"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""GIRAUD"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2004-03-30"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""GIRAUD"",
        ""nom_usage"": null,
        ""prenoms"": ""SARAH"",
        ""date_naissance"": ""2012-07-12"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""GIRAUD"",
        ""nom_usage"": null,
        ""prenoms"": ""LEA"",
        ""date_naissance"": ""2018-11-25"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame GIRAUD ANNE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""8 BOULEVARD JEAN JAURÈS"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13400 AUBAGNE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1200,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille HADDAD avec cinq enfants

Ce cas permet de tester :
* la gestion d'une famille avec cinq enfants
* parent : HADDAD Leyna","{""codeCogInseeCommuneNaissance"":""13056"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""HADDAD"",""prenoms"":[""LEYNA""],""anneeDateNaissance"":2010,""moisDateNaissance"":11,""jourDateNaissance"":6}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""LEYNA"",
        ""date_naissance"": ""2010-11-06"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""YANIS"",
        ""date_naissance"": ""2011-02-19"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2015-02-08"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""SAMIR"",
        ""date_naissance"": ""2018-07-17"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""AMEL"",
        ""date_naissance"": ""2020-10-04"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""NADIR"",
        ""date_naissance"": ""2022-01-15"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame HADDAD LEYNA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""31 RUE DES ECOLES"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13003 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 790,
      ""annee"": 2024,
      ""mois"": 12,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille HADDAD avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : HADDAD Rachid","{""codeCogInseeCommuneNaissance"":""13056"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""HADDAD"",""prenoms"":[""RACHID""],""anneeDateNaissance"":1981,""moisDateNaissance"":7,""jourDateNaissance"":5}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""RACHID"",
        ""date_naissance"": ""1981-07-05"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""YANIS"",
        ""date_naissance"": ""2011-02-19"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""LEYNA"",
        ""date_naissance"": ""2010-11-06"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2015-02-08"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""SAMIR"",
        ""date_naissance"": ""2018-07-17"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur HADDAD RACHID"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""27 BOULEVARD NATIONAL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13003 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 850,
      ""annee"": 2024,
      ""mois"": 12,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille HADDAD avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : HADDAD Yanis","{""codeCogInseeCommuneNaissance"":""13056"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""HADDAD"",""prenoms"":[""YANIS""],""anneeDateNaissance"":2011,""moisDateNaissance"":2,""jourDateNaissance"":19}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""YANIS"",
        ""date_naissance"": ""2011-02-19"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2015-02-08"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""SAMIR"",
        ""date_naissance"": ""2018-07-17"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""AMEL"",
        ""date_naissance"": ""2020-10-04"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""HADDAD"",
        ""nom_usage"": null,
        ""prenoms"": ""NADIR"",
        ""date_naissance"": ""2022-01-15"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur HADDAD YANIS"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""27 BOULEVARD NATIONAL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13003 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 850,
      ""annee"": 2024,
      ""mois"": 12,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS ETRANGER

Ce cas est le cas personne étrangère de l'ensemble des cas de test d'identité/limite.
Il a pour but de décrire une personne fictive avec l'ensemble de ses paramètres
et la réponse lorsque celui ci est trouvé.","{""codeCogInseePaysNaissance"":""99350"",""sexeEtatCivil"":""M"",""nomNaissance"":""FAKIR"",""prenoms"":[""EYMEN"",""MOHAMED""],""anneeDateNaissance"":1992,""moisDateNaissance"":11,""jourDateNaissance"":14}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""FAKIR"",
        ""nom_usage"": null,
        ""prenoms"": ""EYMEN MOHAMED"",
        ""date_naissance"": ""1992-11-14"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur FAKOR EYMEN MOHAMED"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""19 RUE ARISTIDE BRIAND"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""92330 SCEAUX"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 4270,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS NOMINAL

Ce cas est un cas limite de l'ensemble des cas de test d'identité/limite.

Il comporte des erreurs dans les prenoms qui ne changent pas la phonétique. Ici, il y a suffisament
de donnée de naissance pour compenser les erreurs et retrouver l'identité.

Vous trouverez des variations des paramètres d'entré ainsi que les différents cas
d'erreur selon les informations que vous fournirez.","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""ALEXI"",""GEROME"",""JEN-PHILIPE""],""anneeDateNaissance"":1982,""moisDateNaissance"":12,""jourDateNaissance"":27}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""LEFEBVRE"",
        ""nom_usage"": null,
        ""prenoms"": ""ALEXIS GÉRÔME JEAN-PHILIPPE"",
        ""date_naissance"": ""1982-12-27"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur LEFEBVRE ALEXIS GÉRÔME JEAN-PHILIPPE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 2550,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS NOMINAL

Ce cas est un cas limite de l'ensemble des cas de test d'identité/limite.

Il comporte des erreurs dans les prenoms qui changent la phonétique. Ici, il y a suffisament
de donnée de naissance pour compenser les erreurs et retrouver l'identité.

Vous trouverez des variations des paramètres d'entré ainsi que les différents cas
d'erreur selon les informations que vous fournirez.","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""ALEIXS"",""GRÉÔME"",""JEAN-PHILIPPE""],""anneeDateNaissance"":1982,""moisDateNaissance"":12,""jourDateNaissance"":27}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""LEFEBVRE"",
        ""nom_usage"": null,
        ""prenoms"": ""ALEXIS GÉRÔME JEAN-PHILIPPE"",
        ""date_naissance"": ""1982-12-27"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur LEFEBVRE ALEXIS GÉRÔME JEAN-PHILIPPE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 2550,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS NOMINAL

Ce cas fait partie de l'ensemble des cas de test identite-cas-nominal/limite.
Les données de jour et de mois de naissance ont été retiré.

Il y a suffisament de données de nom/prénoms dans les paramètres pour compenser
l'absence des données de naissance.

Vous trouverez des variations des paramètres d'entré ainsi que les différents cas
d'erreur selon les informations que vous fournirez.","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""ALEXIS"",""GÉRÔME"",""JEAN-PHILIPPE""],""anneeDateNaissance"":1982}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""LEFEBVRE"",
        ""nom_usage"": null,
        ""prenoms"": ""ALEXIS GÉRÔME JEAN-PHILIPPE"",
        ""date_naissance"": ""1982-12-27"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur LEFEBVRE ALEXIS GÉRÔME JEAN-PHILIPPE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 2550,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS NOMINAL

Ce cas fait partie de l'ensemble des cas de test identite-cas-nominal/limite.
Les deuxième et troisième prenoms ont été retiré des données

Il y suffisament de donnée de naissance dans cet ensemble de paramètre pour permettre
de compenser les données manquantes

Vous trouverez des variations des paramètres d'entré ainsi que les différents cas
d'erreur selon les informations que vous fournirez.","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""ALEXIS""],""anneeDateNaissance"":1982,""moisDateNaissance"":12,""jourDateNaissance"":27}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""LEFEBVRE"",
        ""nom_usage"": null,
        ""prenoms"": ""ALEXIS GÉRÔME JEAN-PHILIPPE"",
        ""date_naissance"": ""1982-12-27"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur LEFEBVRE ALEXIS GÉRÔME JEAN-PHILIPPE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 2550,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## IDENTITÉ CAS NOMINAL

Ce cas est le cas nominal de l'ensemble des cas de test d'identité/limite.
Il a pour but de décrire une personne fictive avec l'ensemble de ses paramètres
et la réponse lorsque celui ci est trouvé.

Vous trouverez des variations des paramètres d'entré ainsi que les différents cas
d'erreur selon les informations que vous fournirez.","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""ALEXIS"",""GÉRÔME"",""JEAN-PHILIPPE""],""anneeDateNaissance"":1982,""moisDateNaissance"":12,""jourDateNaissance"":27}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""LEFEBVRE"",
        ""nom_usage"": null,
        ""prenoms"": ""ALEXIS GÉRÔME JEAN-PHILIPPE"",
        ""date_naissance"": ""1982-12-27"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Monsieur LEFEBVRE ALEXIS GÉRÔME JEAN-PHILIPPE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 2550,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille KHELIFI avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : KHELIFI Sofia","{""codeCogInseeCommuneNaissance"":""13047"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""KHELIFI"",""prenoms"":[""SOFIA""],""anneeDateNaissance"":1988,""moisDateNaissance"":5,""jourDateNaissance"":9}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""KHELIFI"",
        ""nom_usage"": null,
        ""prenoms"": ""SOFIA"",
        ""date_naissance"": ""1988-05-09"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""KHELIFI"",
        ""nom_usage"": null,
        ""prenoms"": ""SARAH"",
        ""date_naissance"": ""2012-02-08"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""KHELIFI"",
        ""nom_usage"": null,
        ""prenoms"": ""YANE"",
        ""date_naissance"": ""2012-02-24"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""KHELIFI"",
        ""nom_usage"": null,
        ""prenoms"": ""NADIR"",
        ""date_naissance"": ""2017-10-14"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame KHELIFI SOFIA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""5 ALLEE DES PINS"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13120 GARDANNE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1180,
      ""annee"": 2024,
      ""mois"": 9,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
